,Yards Gained,Clock Stopped,1 seconds,2 seconds,3 seconds,4 seconds,5 seconds,6 seconds,7 seconds,8 seconds,9 seconds,10 seconds,11 seconds,12 seconds,13 seconds,14 seconds,15 seconds,16 seconds,17 seconds,18 seconds,19 seconds,20 seconds,21 seconds,22 seconds,23 seconds,24 seconds,25 seconds,26 seconds,27 seconds,28 seconds,29 seconds,30 seconds,31 seconds,32 seconds,33 seconds,34 seconds,35 seconds,36 seconds,37 seconds,38 seconds,39 seconds,40 seconds,41 seconds,42 seconds,43 seconds,44 seconds,45 seconds,46 seconds,47 seconds,48 seconds,49 seconds,50 seconds,51 seconds,52 seconds,53 seconds,54 seconds,55 seconds,56 seconds,57 seconds,58 seconds,59 seconds,60 seconds,61 seconds,62 seconds,63 seconds,64 seconds,65 seconds,66 seconds,67 seconds,68 seconds,69 seconds,70 seconds,71 seconds,72 seconds,73 seconds,74 seconds,75 seconds
0,0.0,1.0,0.12631061472155064,0.07298914578422477,0.09383691436605529,0.1103379429043459,0.11866214622074672,0.11671746811585149,0.10500157574010627,0.08639563411703344,0.06501645518743815,0.044749640054206674,0.028170178771294352,0.0162189323272921,0.008540555247704584,0.00411319695972423,0.0018117598066462737,0.0007298731841313133,0.00026891661113470633,9.061682923106051e-05,2.792662803274837e-05,7.8712512026069e-06,2.028998585923425e-06,4.783318844348017e-07,1.0312959342062555e-07,2.0334819050837893e-08,3.666881576158687e-09,6.047130574060589e-10,9.119993649164826e-11,1.2578382779793174e-11,1.5865087021893487e-12,1.8307577676068831e-13,1.9317880628477724e-14,1.7763568394002505e-15,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.04033298070657799,0.005949868759289163,0.006634990904632231,0.007367993547872757,0.008147682581469057,0.008972116937871796,0.009838563857907559,0.010743466941116275,0.0116824291098504,0.012650212371845826,0.01364075592914199,0.014647213759481692,0.015662012298577,0.01667692829093892,0.01768318627014459,0.01867157449661938,0.019632577544973495,0.020556523118119507,0.021433740096926612,0.022254724336686627,0.023010308318139605,0.023691830471387232,0.024291299831898594,0.024801551670357025,0.025216389868073008,0.02553071208679708,0.025740614199511624,0.02584347099451706,0.025837990820592127,0.025724242583003987,0.02550365430155299,0.02517898327283552,0.024754258708332033,0.024234698516652275,0.023626602632698557,0.022937225941872863,0.02217463438100442,0.021347548201687494,0.020465176644167027,0.01953704838490211,0.018572842088814823,0.017582221224354266,0.0165746769977424,0.01555938284879299,0.014545063444956652,0.01353988053596622,0.012551337413351127,0.011586203082304625,0.010650456622201543,0.009749251609049714,0.008886899918113755,0.008066873734357216,0.00729182418484553,0.006563614679323426,0.005883366807263313,0.005251516492147945,0.004667878043426166,0.0041317137670729975,0.003641806888077692,0.0031965356916312526,0.002793946992180607,0.002431827278199017,0.0021077701428252604,0.001819238884370411,0.0015636234350232536,0.0013382910412074178,0.0011406303668689555,0.0009680889151842953,0.0008182038602007058,0.0006886265449377316,0.0005771410352660711,0.0004816772196386543,0.00040031901487236343,0.0003313082800409095,0.0014181772253651914
2,1.0,1.0,0.035927342837793606,0.005996116018388245,0.006781743990606631,0.007631484496292411,0.008544230040595333,0.009517724075379291,0.010548472115189597,0.011631675548055165,0.012761192835938684,0.013929532300331948,0.015127879957240187,0.01634616491306784,0.01757316368194678,0.01879664347178206,0.020003543058444095,0.021180188382961318,0.022312538530689263,0.023386456354107965,0.024387996752793906,0.025303704592572918,0.02612091349108081,0.02682803626794905,0.027414837789247637,0.027872681245253217,0.028194739586928363,0.02837616488933642,0.028414209770396825,0.02830829661483314,0.028060032165560522,0.027673166967342122,0.027153501093476362,0.026508739467420606,0.025748301823054875,0.024883093853420912,0.023925247314195208,0.022887837726510152,0.02178458883356038,0.020629573095450993,0.019436917264772147,0.018220521497393616,0.016993799560689693,0.015769446559657063,0.014559239274154034,0.013373872757265426,0.012222835356293316,0.011114322852306957,0.010055191033793376,0.00905094477798607,0.008105760652345473,0.007222539198322386,0.006402982437207272,0.0056476917481369515,0.004956281104289584,0.004327500697972608,0.0037593662136471417,0.0032492893890534447,0.002794206003956856,0.0023906980177814674,0.00203510720630784,0.0017236382908544234,0.0014524501818887758,0.0012177345484909452,0.0010157814565373569,0.0008430322783772315,0.0006961204570299362,0.0005719010053875095,0.0004674698367018726,0.0003801741615390153,0.00030761525581901594,0.00024764491390250054,0.00019835686033775612,0.0001580743146744057,0.00012533479619492027,9.887312938672288e-05,0.0003355289603500511
3,1.0,0.0,0.0159380855987957,0.0030156108364778264,0.003487800315873226,0.00401415698671502,0.004597307107295463,0.0052393704044565274,0.005941842173776912,0.006705474950799269,0.0075301633993624245,0.008414836443297491,0.009357360931320738,0.010354461244343624,0.01140165920600894,0.012493238423199937,0.013622236753180694,0.01478046996646476,0.01595858885794904,0.017146171072363936,0.018331847783123356,0.01950346413556514,0.020648271084085956,0.021753144972046723,0.022804829981822095,0.023790197479205966,0.02469651534870021,0.02551171971560995,0.02622468102038833,0.026825456281948323,0.027305519577671022,0.02765796328137793,0.027877663423530874,0.027961403641645288,0.0279079535301473,0.02771809872201625,0.0273946216742601,0.026942233814060024,0.026367461358395294,0.025678488674734767,0.024884964437009383,0.023997776991493525,0.02302880623528336,0.021990659893681985,0.020896402345422227,0.01975928408557459,0.01859247954992671,0.017408840380396695,0.016220670329341713,0.015039526931497238,0.01387605387184232,0.012739846705043245,0.011639353295974209,0.010581809106538165,0.009573206300994563,0.008618294621556055,0.007720611129886534,0.00688253523969784,0.006105364991694562,0.005389410245321469,0.004734098373620155,0.0041380881316575024,0.0035993876029528638,0.0031154724852537896,0.002683401427557075,0.0022999256443599903,0.0019615905815871804,0.0016648279644805308,0.001406037097280377,0.0011816547880899586,0.0009882137246304268,0.000822389516973665,0.0006810369454438581,0.0005612162034595025,0.00046021010736130297,0.0003755333623917112,0.0014806491827072943
4,2.0,1.0,0.014352882322965168,0.0031291722568730796,0.0036939877750862653,0.004333820190594806,0.005053075362332911,0.005855312986643574,0.006743011589512848,0.007717331399058482,0.0087778841941097,0.009922520307875854,0.011147143675408616,0.012445566052782853,0.013809411224561863,0.015228079099119274,0.016688778046045682,0.01817663167150524,0.019674863512817165,0.02116505996164969,0.022627508234461968,0.02404160257134863,0.0253863082569995,0.026640669729780075,0.027784346185993625,0.028798155889832477,0.029664609029238176,0.030368408534790392,0.03089689887025454,0.031240444416324953,0.03139272164671769,0.03135091271971069,0.031115792204836512,0.030691703215456556,0.030086423974722165,0.029310930542456592,0.028379065815059334,0.027307128742186215,0.026113400782030505,0.02481762879060867,0.023440484717140553,0.022003022628124924,0.020526152740494852,0.0190301504008622,0.017534215444180212,0.016056094279555344,0.014611773585497811,0.013215250862697037,0.011878383495122047,0.010610814597390328,0.009419970936441091,0.008311125730585456,0.007287517229890961,0.006350512707301803,0.0054998068382929866,0.004733643380766428,0.004049049519530334,0.003442073122669642,0.0029080143686625037,0.002441644636297924,0.002037407099569788,0.0016895950404726134,0.0013925054008978588,0.00114056647391525,0.0009284398357698453,0.0007510976121798407,0.0006038769420685375,0.0004825140496989011,0.0003831606753955663,0.00030238576789343163,0.00023716533616491287,0.00018486322683586298,0.0001432053671659439,0.00011024972375550668,8.435390142602639e-05,6.414196883142154e-05,0.00018557857470191674
5,2.0,0.0,0.0037145287123873565,0.001024428198838561,0.0012692800074534261,0.0015619527656217979,0.0019090306253000764,0.0023173542947366507,0.002793872103577996,0.003345454660255112,0.0039786736583387605,0.0046995473756865115,0.005513257652654067,0.006423845534993235,0.007433895193999694,0.008544218035329398,0.009753550904373631,0.011058283807981045,0.012452233422858047,0.013926478693792932,0.01546927391949976,0.017066052810683352,0.018699534077320223,0.020349935225442983,0.021995296558600996,0.02361191209935931,0.025174858549469714,0.026658607820295055,0.02803770344226647,0.029287476661117917,0.03038477458254779,0.031308670617422985,0.03204112691196459,0.03256757953072076,0.03287741989470855,0.032964350249583274,0.032826596527024354,0.03246696854965736,0.03189276472562508,0.031115525748248274,0.030150648911108635,0.02901688104170319,0.027735713371685455,0.026330705601472992,0.02482676878333545,0.023249437352321767,0.0216241597041118,0.01997563428543181,0.01832721445064811,0.016700400643055557,0.015114433122438875,0.013585992840770889,0.012129012515848747,0.01075459478533869,0.009471029805549369,0.008283900987947734,0.007196264865622082,0.006208889400031947,0.005320534353749906,0.0045282575850578155,0.0038277321353270555,0.0032135606177122744,0.002679575496537412,0.0022191161893964084,0.0018252763574587716,0.0014911171235616472,0.0012098441497260248,0.0009749484247070228,0.0007803121993223971,0.0006202827346197815,0.0004897173945169753,0.00038400414162786944,0.00029906172032168055,0.00023132378316281788,0.0001777109896555773,0.00013559473424373802,0.00039403325113462895
6,3.0,1.0,0.018783775861948154,0.003827323329200237,0.004464731319485597,0.005177552280300438,0.0059687397730465025,0.0068402155065772074,0.007792663315086323,0.008825331532018345,0.009935852452943948,0.01112008806377375,0.012372011300936736,0.013683631748989289,0.015044973830754094,0.016444114193466086,0.017867283159063885,0.019299032837162167,0.020722471876787885,0.02211956396880066,0.02347148424129969,0.02475902476965669,0.025963037714851533,0.027064902271368096,0.028046999800076133,0.028893180370701876,0.02958920353872757,0.03012313658845578,0.030485694697251542,0.030670509476994512,0.030674315041502143,0.030497044004005214,0.030141829461978187,0.02961491288764173,0.028925461707772104,0.028085304022345214,0.027108591187058217,0.02601140170395888,0.024811301896464633,0.023526880102052505,0.0221772715571541,0.020781690782018192,0.019358987152307994,0.01792723756342207,0.016503387780283596,0.015102951369887596,0.013739772198834488,0.012425853507312179,0.011171253699518657,0.009984046355507314,0.008870339683184292,0.007834348774441668,0.006878512656924629,0.006003647261615508,0.005209125045337881,0.004493072079668314,0.003852573886067301,0.0032838820890378484,0.0027826149939076394,0.0023439463899274093,0.0019627781520633603,0.0016338934925430593,0.001352088932939477,0.0011122841789653615,0.0009096100466894352,0.0007394753876553972,0.0005976145813283429,0.0004801176075558411,0.0003834449896787939,0.00030443002785052187,0.00024027074401611337,0.00018851385935092502,0.00014703294682993917,0.00011400267016958843,8.787075756055973e-05,6.732908346496203e-05,0.00020115588047608934
7,3.0,0.0,0.0026373403687160075,0.0007899188647388518,0.000996382039776977,0.0012475683861579876,0.0015505932797368598,0.0019130507884080952,0.0023428806693968993,0.0028481896574271658,0.003437025134704126,0.004117101543953613,0.004895482660014893,0.0057782259796499875,0.006769998877778724,0.00787367961627422,0.00908995954150417,0.010416965602093063,0.011849924380240753,0.013380889890049832,0.01499855722166099,0.0166881825284802,0.018431626779113808,0.020207536142718474,0.021991665979796737,0.023757348423192992,0.025476095821493128,0.02711832433798983,0.0286541742758738,0.03005439678376176,0.03129127101731194,0.03233951206200386,0.033177128322939176,0.0337861878813151,0.034153456557874884,0.03427087598527445,0.03413585757199056,0.03375137738143186,0.03312586706954568,0.03227290646269543,0.031210733429671844,0.02996159575146151,0.028550977145301082,0.027006735006915417,0.025358190506579392,0.023635212297516528,0.021867333335226724,0.020082936396167317,0.01830853819613476,0.01656819501812501,0.014883045001249262,0.01327099426541778,0.011746546370644428,0.010320767688078658,0.009001375450192084,0.007792930794874531,0.0066971161476260255,0.005713074806720453,0.004837790514238716,0.004066485934077546,0.003393021080092651,0.0028102755736240104,0.002310501881231275,0.001885640125223742,0.0015275884368358694,0.0012284259429593547,0.0009805882002655864,0.0007769971248308138,0.0006111491693222559,0.0004771666744474157,0.0003698180021947106,0.0002845123060462029,0.00021727468405385864,0.00016470707768634352,0.00012393970539215093,9.257713143362434e-05,0.00024771694105418796
8,4.0,1.0,0.027322063362835085,0.005039733147632796,0.005783235911874879,0.006599679332913208,0.007489680971069709,0.008452639797754971,0.009486586355159136,0.010588053459898716,0.011751974634896745,0.012971617216015863,0.014238556488780973,0.01554269625498439,0.016872339917975654,0.01821431453958533,0.01955414841329456,0.020876300590772556,0.022164438583553547,0.023401758243809134,0.024571337721653208,0.025656515517021028,0.02664128110256364,0.027510665488534092,0.028251118510494277,0.02885085959988054,0.029300189370493224,0.029591750512942883,0.02972072819306998,0.029684982327042198,0.02948510665504267,0.029124412334861516,0.02860883668890657,0.027946780618957945,0.0271488809101047,0.026227726046901267,0.025197526147339167,0.024073749095057773,0.022872735858292748,0.021611308298711718,0.020306382500872133,0.018974599831271477,0.017631986630458618,0.0162936517406711,0.014973529079568726,0.013684170301601628,0.012436590358194777,0.01124016658710314,0.010102589929896433,0.009029865078496235,0.008026354851482842,0.0070948629415288345,0.006236748377828949,0.0054520646118387806,0.004739716042227005,0.004097625011165618,0.003522902782426507,0.00301201869781631,0.0025609625439457773,0.002165396087820959,0.0018207907020972858,0.0015225489497515676,0.0012661088919191377,0.0010470306891896541,0.0008610657626758611,0.0007042093528190074,0.0005727377558431002,0.00046323183211971486,0.00037258857555644287,0.0002980226211524162,0.00023705956472763745,0.00018752289186940718,0.0001475161799612268,0.0001154020648209686,8.977926747988363e-05,6.945877054120864e-05,0.00021643392058123823
9,4.0,0.0,0.0025646473114534288,0.0007784808273470158,0.000984751470139112,0.001236349700548106,0.0015406074436463872,0.0019053669591331725,0.002338843928784848,0.0028494420526097887,0.00344551695672184,0.004135089644858779,0.0049255126886135064,0.00582309574788047,0.00683270068441582,0.007957320264100946,0.00919765797634381,0.010551729537552582,0.012014508881828187,0.01357764257951627,0.015229256406099234,0.016953876021561676,0.018732480320452938,0.02054270099880201,0.02235917540958343,0.024154052130678227,0.025897640259433974,0.027559184789547997,0.0291077421011674,0.030513122211287325,0.03174685857207399,0.032783162377730046,0.03359981693093217,0.03417896884987781,0.03450777679896139,0.03457888483156735,0.03439069597978783,0.03394743188064664,0.03325897532981592,0.03234050396311472,0.031211934027637445,0.02989720270708285,0.02842342510060203,0.026819967261498823,0.025117479404585752,0.023346933411517723,0.02153870622259957,0.019721745901358778,0.017922850540782798,0.016166082295884565,0.014472330276779521,0.012859027421574076,0.011340018345022296,0.009925567997870144,0.00862249513011859,0.007434410256271007,0.006362035165759949,0.005403579975545414,0.004555154144860629,0.003811189541293336,0.0031648562844275308,0.002608455393189768,0.0021337759211252916,0.0017324079985667762,0.0013960067709654078,0.00111650543931463,0.00088627833926469,0.0006982571645544056,0.00054600502383928,0.0004237540377169946,0.00032641268821509417,0.00024954920271669234,0.00018935697736222057,0.00014260751401751204,0.00010659564856074777,7.908106573728535e-05,0.0002063885831642409
