,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10
1, 0, 0, 0, 0, 0, 0.28846153846153844, 0.6273584905660378,0.7552131757205472,0.8883284293120358,0.9702803107058426
