,Down,Position,Timeout Used,Def Endzone,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T-31,T-32,T-33,T-34,T-35,T-36,T-37,T-38,T-39,T-40,T-41,T-42,T-43,T-44,T-45,T-46,T-47,T-48,T-49,T-50,T-51,T-52,T-53,T-54,T-55,T-56,T-57,T-58,T-59,T-60,T-61,T-62,T-63,T-64,T-65,T-66,T-67,T-68,T-69,T-70,T-71,T-72,T-73,T-74,T-75,T-76,T-77,T-78,T-79,T-80,T-81,T-82,T-83,T-84,T-85,T-86,T-87,T-88,T-89,T-90,T-91,T-92,T-93,T-94,T-95,T-96,T-97,T-98,T-99,Off Endzone,Sum
10,1.0,2.0,1.0,0.103223544048891,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9418668474499063
11,1.0,3.0,1.0,0.06203730873673867,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588137646878476
12,1.0,4.0,1.0,0.03496283615492398,0.04118623531215233,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9729255274181853
13,1.0,5.0,1.0,0.01844903838309657,0.02707447258181469,0.04118623531215233,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9834862022281726
14,1.0,6.0,1.0,0.009103330185346297,0.01651379777182741,0.02707447258181469,0.04118623531215233,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906542918022497
15,1.0,7.0,1.0,0.00419589115994917,0.009345708197750272,0.01651379777182741,0.02707447258181469,0.04118623531215233,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950925609746029
16,1.0,8.0,1.0,0.0018049213948969397,0.004907439025397127,0.009345708197750272,0.01651379777182741,0.02707447258181469,0.04118623531215233,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976090302349477
17,1.0,9.0,1.0,0.0007240633335861332,0.0023909697650522305,0.004907439025397127,0.009345708197750272,0.01651379777182741,0.02707447258181469,0.04118623531215233,0.05813315255009366,0.07613351298242982,0.09251422055133346,0.10430906423052838,0.10912310637181472,0.10592356209979048,0.09540026338420704,0.07972371873024531,0.06181675790845054,0.04447389941316926,0.029688209092400775,0.01838831686476028,0.010567649938994061,0.005634981353727531,0.0027879387674960565,0.0012798221298858659,0.0005451179580707732,0.0002154292191347551,7.899336747629881e-05,2.6874916236985236e-05,8.48345107895554e-06,2.4846507042930455e-06,6.751865527787615e-07,1.7023392706594365e-07,3.982268215185769e-08,8.64320959248488e-09,1.7405150654070667e-09,3.251895419609241e-10,5.637024180771277e-11,9.065970196786566e-12,1.3526957332032907e-12,1.872946242542639e-13,2.4091839634365897e-14,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989191419386891
18,2.0,1.0,0.0,0.13665449545196195,0.10576020373232387,0.12218089608934146,0.12744673703684245,0.12003245538310037,0.10207349305709523,0.07837380697541807,0.05433398398972744,0.03401052753830247,0.01922182322458288,0.009808734667356545,0.00451924649121338,0.001879969442250995,0.0007060964218417176,0.00023944297928257807,7.330965705498738e-05,2.0264554784543698e-05,5.057376492811905e-06,1.139517847636995e-06,2.3180332275885007e-07,4.257118102479751e-08,7.058361561895765e-09,1.0565224251024574e-09,1.4276924087397447e-10,1.7416623698807143e-11,1.918132319644883e-12,1.9062529332813938e-13,1.7208456881689926e-14,1.3322676295501878e-15,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9173419662385225
19,2.0,2.0,0.0,0.07832466529013939,0.08265803376147757,0.10576020373232387,0.12218089608934146,0.12744673703684245,0.12003245538310037,0.10207349305709523,0.07837380697541807,0.05433398398972744,0.03401052753830247,0.01922182322458288,0.009808734667356545,0.00451924649121338,0.001879969442250995,0.0007060964218417176,0.00023944297928257807,7.330965705498738e-05,2.0264554784543698e-05,5.057376492811905e-06,1.139517847636995e-06,2.3180332275885007e-07,4.257118102479751e-08,7.058361561895765e-09,1.0565224251024574e-09,1.4276924087397447e-10,1.7416623698807143e-11,1.918132319644883e-12,1.9062529332813938e-13,1.7208456881689926e-14,1.3322676295501878e-15,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416701698381774
