,Down,Position,Timeout Used,Def Endzone,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,T-12,T-13,T-14,T-15,T-16,T-17,T-18,T-19,T-20,T-21,T-22,T-23,T-24,T-25,T-26,T-27,T-28,T-29,T-30,T-31,T-32,T-33,T-34,T-35,T-36,T-37,T-38,T-39,T-40,T-41,T-42,T-43,T-44,T-45,T-46,T-47,T-48,T-49,T-50,T-51,T-52,T-53,T-54,T-55,T-56,T-57,T-58,T-59,T-60,T-61,T-62,T-63,T-64,T-65,T-66,T-67,T-68,T-69,T-70,T-71,T-72,T-73,T-74,T-75,T-76,T-77,T-78,T-79,T-80,T-81,T-82,T-83,T-84,T-85,T-86,T-87,T-88,T-89,T-90,T-91,T-92,T-93,T-94,T-95,T-96,T-97,T-98,T-99,Off Endzone,Sum
267,2.0,35.0,1.0,0.0004022603644978492,0.00015357361367043256,0.00019426914458811476,0.00024442918106729614,0.0003058892947659631,0.0003807478893094879,0.0004713817144951528,0.0005804568756519256,0.0007109338438978318,0.0008660648642082598,0.0010493820999292382,0.001264674859567604,0.0015159543388485897,0.0018074044911501833,0.0021433179228436267,0.0025280161032427,0.0029657536831232175,0.003460607326227841,0.004016350162795283,0.004636313753237874,0.0053232402760767655,0.006079128492120084,0.006905077845127124,0.007801135791388587,0.008766154057560892,0.009797659958406382,0.010891749117478172,0.012043005884233737,0.013244457400152121,0.014487566616499858,0.01576226860513935,0.01705705324613349,0.018359095855018437,0.019654435579638252,0.02092819951915309,0.022164868577927932,0.023348579156426574,0.02446345299716496,0.025493945943351415,0.026425205122088624,0.02724342321206713,0.027936178059333572,0.02849274600381868,0.028904377888395172,0.029164527828717368,0.029269026386011754,0.029216191740714548,0.029006874724322285,0.02864443602440958,0.028134656416280768,0.027485583372219735,0.026707319736263724,0.02581176221869541,0.02481229916560812,0.023723478321473035,0.022560656078002728,0.021339639969058632,0.020076335934688494,0.01878641116937918,0.01748498224535311,0.016186336735167783,0.014903694836812864,0.013649015624648486,0.012432850608779966,0.011264245377969662,0.010150688312559164,0.009098103756753129,0.00811088569088425,0.007191966883058676,0.006342917746730903,0.005564068689511981,0.004854649595952942,0.004212940216664074,0.0036364256006796714,0.0031219512628477553,0.0026658734745163004,0.0022642008543488634,0.0019127242690945012,0.0016071328882445446,0.0013431150344240805,0.0011164432030371652,0.0009230432677871381,0.0007590484287409716,0.0006208388894386463,0.0005050685685614731,0.00040868036478169945,0.0003289116098050826,0.0002632913765574507,0.0002096312710671011,0.00016601124275150703,0.00013076181323956604,0.00010244396238623388,7.982773408943267e-05,6.187044447791834e-05,4.769519952241286e-05,3.657026467596136e-05,2.7889680351056434e-05,2.1155386758620054e-05,1.5961011164078442e-05,1.1977380111161118e-05,2.4432451372291553e-05,0.999870309073344
268,2.0,36.0,1.0,0.00030782641445354074,0.00012075117895042847,0.00015357361367043256,0.00019426914458811476,0.00024442918106729614,0.0003058892947659631,0.0003807478893094879,0.0004713817144951528,0.0005804568756519256,0.0007109338438978318,0.0008660648642082598,0.0010493820999292382,0.001264674859567604,0.0015159543388485897,0.0018074044911501833,0.0021433179228436267,0.0025280161032427,0.0029657536831232175,0.003460607326227841,0.004016350162795283,0.004636313753237874,0.0053232402760767655,0.006079128492120084,0.006905077845127124,0.007801135791388587,0.008766154057560892,0.009797659958406382,0.010891749117478172,0.012043005884233737,0.013244457400152121,0.014487566616499858,0.01576226860513935,0.01705705324613349,0.018359095855018437,0.019654435579638252,0.02092819951915309,0.022164868577927932,0.023348579156426574,0.02446345299716496,0.025493945943351415,0.026425205122088624,0.02724342321206713,0.027936178059333572,0.02849274600381868,0.028904377888395172,0.029164527828717368,0.029269026386011754,0.029216191740714548,0.029006874724322285,0.02864443602440958,0.028134656416280768,0.027485583372219735,0.026707319736263724,0.02581176221869541,0.02481229916560812,0.023723478321473035,0.022560656078002728,0.021339639969058632,0.020076335934688494,0.01878641116937918,0.01748498224535311,0.016186336735167783,0.014903694836812864,0.013649015624648486,0.012432850608779966,0.011264245377969662,0.010150688312559164,0.009098103756753129,0.00811088569088425,0.007191966883058676,0.006342917746730903,0.005564068689511981,0.004854649595952942,0.004212940216664074,0.0036364256006796714,0.0031219512628477553,0.0026658734745163004,0.0022642008543488634,0.0019127242690945012,0.0016071328882445446,0.0013431150344240805,0.0011164432030371652,0.0009230432677871381,0.0007590484287409716,0.0006208388894386463,0.0005050685685614731,0.00040868036478169945,0.0003289116098050826,0.0002632913765574507,0.0002096312710671011,0.00016601124275150703,0.00013076181323956604,0.00010244396238623388,7.982773408943267e-05,6.187044447791834e-05,4.769519952241286e-05,3.657026467596136e-05,2.7889680351056434e-05,2.1155386758620054e-05,1.5961011164078442e-05,3.33721990779523e-05,0.9998935886698446
269,2.0,37.0,1.0,0.00023437047245648075,9.443395004430846e-05,0.00012075117895042847,0.00015357361367043256,0.00019426914458811476,0.00024442918106729614,0.0003058892947659631,0.0003807478893094879,0.0004713817144951528,0.0005804568756519256,0.0007109338438978318,0.0008660648642082598,0.0010493820999292382,0.001264674859567604,0.0015159543388485897,0.0018074044911501833,0.0021433179228436267,0.0025280161032427,0.0029657536831232175,0.003460607326227841,0.004016350162795283,0.004636313753237874,0.0053232402760767655,0.006079128492120084,0.006905077845127124,0.007801135791388587,0.008766154057560892,0.009797659958406382,0.010891749117478172,0.012043005884233737,0.013244457400152121,0.014487566616499858,0.01576226860513935,0.01705705324613349,0.018359095855018437,0.019654435579638252,0.02092819951915309,0.022164868577927932,0.023348579156426574,0.02446345299716496,0.025493945943351415,0.026425205122088624,0.02724342321206713,0.027936178059333572,0.02849274600381868,0.028904377888395172,0.029164527828717368,0.029269026386011754,0.029216191740714548,0.029006874724322285,0.02864443602440958,0.028134656416280768,0.027485583372219735,0.026707319736263724,0.02581176221869541,0.02481229916560812,0.023723478321473035,0.022560656078002728,0.021339639969058632,0.020076335934688494,0.01878641116937918,0.01748498224535311,0.016186336735167783,0.014903694836812864,0.013649015624648486,0.012432850608779966,0.011264245377969662,0.010150688312559164,0.009098103756753129,0.00811088569088425,0.007191966883058676,0.006342917746730903,0.005564068689511981,0.004854649595952942,0.004212940216664074,0.0036364256006796714,0.0031219512628477553,0.0026658734745163004,0.0022642008543488634,0.0019127242690945012,0.0016071328882445446,0.0013431150344240805,0.0011164432030371652,0.0009230432677871381,0.0007590484287409716,0.0006208388894386463,0.0005050685685614731,0.00040868036478169945,0.0003289116098050826,0.0002632913765574507,0.0002096312710671011,0.00016601124275150703,0.00013076181323956604,0.00010244396238623388,7.982773408943267e-05,6.187044447791834e-05,4.769519952241286e-05,3.657026467596136e-05,2.7889680351056434e-05,2.1155386758620054e-05,4.534957918911342e-05,0.9999105830468389
270,2.0,38.0,1.0,0.00017753915695967662,7.345594199706e-05,9.443395004430846e-05,0.00012075117895042847,0.00015357361367043256,0.00019426914458811476,0.00024442918106729614,0.0003058892947659631,0.0003807478893094879,0.0004713817144951528,0.0005804568756519256,0.0007109338438978318,0.0008660648642082598,0.0010493820999292382,0.001264674859567604,0.0015159543388485897,0.0018074044911501833,0.0021433179228436267,0.0025280161032427,0.0029657536831232175,0.003460607326227841,0.004016350162795283,0.004636313753237874,0.0053232402760767655,0.006079128492120084,0.006905077845127124,0.007801135791388587,0.008766154057560892,0.009797659958406382,0.010891749117478172,0.012043005884233737,0.013244457400152121,0.014487566616499858,0.01576226860513935,0.01705705324613349,0.018359095855018437,0.019654435579638252,0.02092819951915309,0.022164868577927932,0.023348579156426574,0.02446345299716496,0.025493945943351415,0.026425205122088624,0.02724342321206713,0.027936178059333572,0.02849274600381868,0.028904377888395172,0.029164527828717368,0.029269026386011754,0.029216191740714548,0.029006874724322285,0.02864443602440958,0.028134656416280768,0.027485583372219735,0.026707319736263724,0.02581176221869541,0.02481229916560812,0.023723478321473035,0.022560656078002728,0.021339639969058632,0.020076335934688494,0.01878641116937918,0.01748498224535311,0.016186336735167783,0.014903694836812864,0.013649015624648486,0.012432850608779966,0.011264245377969662,0.010150688312559164,0.009098103756753129,0.00811088569088425,0.007191966883058676,0.006342917746730903,0.005564068689511981,0.004854649595952942,0.004212940216664074,0.0036364256006796714,0.0031219512628477553,0.0026658734745163004,0.0022642008543488634,0.0019127242690945012,0.0016071328882445446,0.0013431150344240805,0.0011164432030371652,0.0009230432677871381,0.0007590484287409716,0.0006208388894386463,0.0005050685685614731,0.00040868036478169945,0.0003289116098050826,0.0002632913765574507,0.0002096312710671011,0.00016601124275150703,0.00013076181323956604,0.00010244396238623388,7.982773408943267e-05,6.187044447791834e-05,4.769519952241286e-05,3.657026467596136e-05,2.7889680351056434e-05,6.131059035319186e-05,0.9999220132977445
271,2.0,39.0,1.0,0.00013380603459990555,5.6831315496804136e-05,7.345594199706e-05,9.443395004430846e-05,0.00012075117895042847,0.00015357361367043256,0.00019426914458811476,0.00024442918106729614,0.0003058892947659631,0.0003807478893094879,0.0004713817144951528,0.0005804568756519256,0.0007109338438978318,0.0008660648642082598,0.0010493820999292382,0.001264674859567604,0.0015159543388485897,0.0018074044911501833,0.0021433179228436267,0.0025280161032427,0.0029657536831232175,0.003460607326227841,0.004016350162795283,0.004636313753237874,0.0053232402760767655,0.006079128492120084,0.006905077845127124,0.007801135791388587,0.008766154057560892,0.009797659958406382,0.010891749117478172,0.012043005884233737,0.013244457400152121,0.014487566616499858,0.01576226860513935,0.01705705324613349,0.018359095855018437,0.019654435579638252,0.02092819951915309,0.022164868577927932,0.023348579156426574,0.02446345299716496,0.025493945943351415,0.026425205122088624,0.02724342321206713,0.027936178059333572,0.02849274600381868,0.028904377888395172,0.029164527828717368,0.029269026386011754,0.029216191740714548,0.029006874724322285,0.02864443602440958,0.028134656416280768,0.027485583372219735,0.026707319736263724,0.02581176221869541,0.02481229916560812,0.023723478321473035,0.022560656078002728,0.021339639969058632,0.020076335934688494,0.01878641116937918,0.01748498224535311,0.016186336735167783,0.014903694836812864,0.013649015624648486,0.012432850608779966,0.011264245377969662,0.010150688312559164,0.009098103756753129,0.00811088569088425,0.007191966883058676,0.006342917746730903,0.005564068689511981,0.004854649595952942,0.004212940216664074,0.0036364256006796714,0.0031219512628477553,0.0026658734745163004,0.0022642008543488634,0.0019127242690945012,0.0016071328882445446,0.0013431150344240805,0.0011164432030371652,0.0009230432677871381,0.0007590484287409716,0.0006208388894386463,0.0005050685685614731,0.00040868036478169945,0.0003289116098050826,0.0002632913765574507,0.0002096312710671011,0.00016601124275150703,0.00013076181323956604,0.00010244396238623388,7.982773408943267e-05,6.187044447791834e-05,4.769519952241286e-05,3.657026467596136e-05,8.246597711181192e-05,0.9999283771972891
272,3.0,30.0,0.0,1.8679294170971828e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,9.114931032172535e-12,4.217626248248507e-12,1.9262369477246466e-12,8.681944052568724e-13,3.863576125695545e-13,1.6964207816272392e-13,5.4067861299245124e-14,0.9999881707800943
273,3.0,31.0,0.0,1.129457580260777e-05,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,9.114931032172535e-12,4.217626248248507e-12,1.9262369477246466e-12,8.681944052568724e-13,3.863576125695545e-13,1.2756462552943049e-13,0.999992615281462
274,3.0,32.0,0.0,6.7443310635804e-06,7.384718368364058e-06,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,9.114931032172535e-12,4.217626248248507e-12,1.9262369477246466e-12,8.681944052568724e-13,2.972067036921544e-13,0.9999954497548746
275,3.0,33.0,0.0,3.97701632723597e-06,4.55024473902737e-06,7.384718368364058e-06,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,9.114931032172535e-12,4.217626248248507e-12,1.9262369477246466e-12,6.835643162617089e-13,0.9999972326843954
276,3.0,34.0,0.0,2.315879785402157e-06,2.7673147363444305e-06,4.55024473902737e-06,7.384718368364058e-06,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,9.114931032172535e-12,4.217626248248507e-12,1.5517587215185813e-12,0.999998338861532
277,3.0,35.0,0.0,1.3316985491872091e-06,1.6611365418338128e-06,2.7673147363444305e-06,4.55024473902737e-06,7.384718368364058e-06,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,9.114931032172535e-12,3.477995669243228e-12,0.9999990158145462
278,3.0,36.0,0.0,7.56168772487092e-07,9.841812362149477e-07,1.6611365418338128e-06,2.7673147363444305e-06,4.55024473902737e-06,7.384718368364058e-06,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.944344685256283e-11,7.695621917491735e-12,0.9999994244611083
279,3.0,37.0,0.0,4.239811246701138e-07,5.755297767001171e-07,9.841812362149477e-07,1.6611365418338128e-06,2.7673147363444305e-06,4.55024473902737e-06,7.384718368364058e-06,1.1829219832197721e-05,1.870256860113947e-05,2.9185652146627572e-05,4.495319280017902e-05,6.8339954096965e-05,0.0001025443708334982,0.00015186999277684658,0.00022200110104320933,0.0003203032137408617,0.00045613193404182633,0.0006411249500960746,0.0008894425426349329,0.0012179126488561457,0.0016460287217510937,0.0021957440005840843,0.0028910062508073625,0.0037569843748216994,0.004818954007931517,0.006100834029922373,0.007623399471150323,0.009402236803761614,0.01144555177539696,0.01375198300294573,0.016308610644083427,0.01908937230269353,0.02205410202946173,0.02514838841760525,0.028304402351845004,0.03144277512276206,0.034475518117592086,0.03730987431993771,0.039852890272623065,0.042016407288567204,0.04372210461509041,0.044906195018001804,0.04552338122302174,0.045549731323539955,0.044984218735137804,0.04384878856554675,0.04218694441871951,0.04006098249177581,0.03754811808513203,0.03473584009948938,0.03171688234784953,0.028584212191457237,0.02542640813732966,0.022323734589408062,0.019345133711958562,0.016546253316524928,0.013968528181936612,0.011639241323279537,0.00957241989511537,0.007770372713214901,0.006225654292009608,0.004923242063633482,0.0038427348118776905,0.0029604155350819727,0.0022510646440125903,0.0016894536810361238,0.001251490738337635,0.00091502301140578,0.0006603275469168057,0.00047033774715987686,0.00033066122612046556,0.00022944559473936366,0.00015714450083259557,0.00010622864957920974,7.087729575172563e-05,4.66762137737442e-05,3.0339407867896462e-05,1.946442489553224e-05,1.2325343865193794e-05,7.703347708276631e-06,4.752071239289002e-06,2.893405915527225e-06,1.7388365660675476e-06,1.0314095225671949e-06,6.03846395108576e-07,3.4893520084455787e-07,1.990151093922421e-07,1.1203411065530133e-07,6.22497260405197e-08,3.413874594127009e-08,1.847909192331798e-08,9.872715533987275e-09,5.20613652188473e-09,2.7096763721701222e-09,1.3920095076613848e-09,7.058132966974995e-10,3.53232443295326e-10,1.7448331668390438e-10,8.50688408604583e-11,4.09363654085837e-11,1.681055294966427e-11,0.9999996677929087
